,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
57065,gdb_57066,CN1CCC1C(N)C#N,2.76021,1.15061,0.88113,4.6575,80.35,-0.2316,0.0218,0.2534,1336.0296,0.171286,-399.308812,-399.299213,-399.298268,-399.343561,35.019
39164,gdb_39165,C1CC23NC2COC3=N1,3.1636,1.8103,1.31648,2.6704,73.35,-0.2466,0.0148,0.2614,958.431,0.139853,-417.99981,-417.993106,-417.992162,-418.030832,26.783
109484,gdb_109485,CCN1C(=N)OCC1=O,2.11313,1.80728,1.05599,0.994,71.6,-0.2575,-0.0074,0.25,1125.2121,0.137019,-455.212295,-455.203821,-455.202877,-455.245963,30.725
101951,gdb_101952,C1CC1C(CO)C2CC2,2.01207,1.29422,0.85234,1.7617,85.31,-0.2507,0.0799,0.3306,1417.7769,0.205416,-388.257455,-388.247645,-388.246701,-388.292484,37.006
33596,gdb_33597,N#CC12C3C1N1C3CC21,3.99674,1.51236,1.37574,3.4484,73.48,-0.2473,0.0081,0.2555,928.4094,0.115021,-379.59385,-379.587653,-379.586708,-379.624424,25.067
94617,gdb_94618,CC1OCC1OC1CC1,3.4736,0.98193,0.84846,2.0708,79.1,-0.2435,0.0764,0.3199,1424.7243,0.181018,-424.181169,-424.171796,-424.170851,-424.216534,34.223
94031,gdb_94032,CC1COC(CC#C)=N1,3.59639,0.94514,0.91877,1.3715,78.77,-0.247,0.0181,0.2651,1367.5173,0.146655,-401.938482,-401.929343,-401.928399,-401.973532,32.959
107451,gdb_107452,OCC12OC1CC1NC21,2.83441,1.44244,1.26557,2.6333,70.98,-0.2353,0.0573,0.2927,1059.7035,0.148221,-439.033451,-439.025573,-439.024629,-439.065917,30.59
81692,gdb_81693,OC1C2CC(O)CC1O2,2.30523,1.79421,1.54387,2.7043,69.6,-0.2432,0.0559,0.2992,961.8613,0.161821,-460.152066,-460.144699,-460.143755,-460.183442,30.435
93019,gdb_93020,CC1CC=CC2CC12C,2.16533,1.79687,1.18429,0.3559,90.42,-0.219,0.0252,0.2443,1152.5622,0.206945,-351.170229,-351.161447,-351.160503,-351.20289,35.545
51612,gdb_51613,N=COC1CC2(CO2)C1,6.61349,0.72222,0.70638,4.2468,76.02,-0.2602,0.0194,0.2796,1587.0894,0.146246,-439.04474,-439.036047,-439.035103,-439.079497,31.588
32554,gdb_32555,COc1coccc1=O,2.64117,1.57614,0.99334,4.2983,71.6,-0.2295,-0.0339,0.1956,1125.9454,0.113249,-457.789845,-457.782162,-457.781217,-457.822213,28.606
88568,gdb_88569,CC1CC1C1=CCOC1,3.38725,1.00045,0.95524,1.9742,86.88,-0.2175,0.02,0.2375,1355.9287,0.182667,-387.080985,-387.07193,-387.070986,-387.115748,33.425
83090,gdb_83091,OC1C2CC=CC1C2O,2.4034,1.65519,1.45935,2.5234,75.08,-0.2369,0.0065,0.2434,999.2803,0.161132,-423.016893,-423.009269,-423.008325,-423.048334,31.464
46990,gdb_46991,O=C1CCC2OCC1O2,2.71386,1.78069,1.44192,1.7792,66.91,-0.2393,-0.0259,0.2134,937.7692,0.138141,-458.993066,-458.985995,-458.985051,-459.02475,27.469
114923,gdb_114924,CCC1CC=C(C1)C#C,5.16736,0.79606,0.71195,0.8481,95.1,-0.2229,-0.0137,0.2093,1616.6597,0.181887,-349.950404,-349.940977,-349.940033,-349.984781,35.642
33372,gdb_33373,C#CC#CCN1CCC1,5.89559,0.6286,0.58307,1.4906,95.34,-0.2232,-0.0156,0.2076,1864.1253,0.146239,-364.727065,-364.717869,-364.716925,-364.762009,33.406
110677,gdb_110678,OCC1C2C3OCC1C23,3.02303,1.49774,1.3333,0.7937,73.33,-0.2239,0.0715,0.2954,1021.5458,0.161297,-422.984058,-422.976597,-422.975653,-423.015971,29.743
132379,gdb_132380,c1c(cc(nc1N)F)F,1.95093,1.74912,0.92274,2.7695,65.01,-0.225,-0.0089,0.2161,1118.961,0.089417,-502.069632,-502.062497,-502.061553,-502.101175,27.815
13693,gdb_13694,OC1CC1OCC=O,5.13262,1.00522,0.91314,2.56,62.0,-0.2411,-0.0353,0.2058,1232.3498,0.127097,-420.841227,-420.832556,-420.831612,-420.875732,30.052
117395,gdb_117396,CCNC(=O)NC=NC,5.93248,0.59436,0.57529,2.8746,85.4,-0.2359,0.0124,0.2483,2008.7795,0.1697,-436.516708,-436.505898,-436.504954,-436.554024,37.247
22291,gdb_22292,C1C=CC(=O)CC1=NO,3.23849,1.17467,0.91344,3.4612,75.94,-0.2385,-0.0557,0.1828,1223.368,0.124206,-437.882269,-437.874235,-437.873291,-437.915267,30.293
72665,gdb_72666,CC12CCC1(CO2)C#N,2.34883,1.49334,1.43187,3.0837,76.24,-0.2634,0.0083,0.2717,1040.6505,0.147285,-401.940991,-401.932557,-401.931613,-401.974062,31.704
99427,gdb_99428,C#CC(CO)(C#C)C#C,1.69512,1.47011,1.2937,1.7457,78.53,-0.262,0.0253,0.2873,1132.0228,0.106555,-383.357212,-383.346813,-383.345869,-383.392367,37.099
359,gdb_360,CCC(=O)NC,8.85645,2.05431,1.76094,3.4247,54.61,-0.2422,0.0378,0.28,725.6801,0.130452,-287.732329,-287.724552,-287.723608,-287.764875,25.744
67301,gdb_67302,OC12C3NC1C3C21NC1,3.21652,1.59371,1.32964,2.8513,72.75,-0.2317,0.0774,0.3091,980.9082,0.136739,-417.869757,-417.862587,-417.861643,-417.900999,29.193
133485,gdb_133486,CC#CC(O)C(F)(F)F,2.81363,0.96984,0.84418,2.7364,59.1,-0.2693,0.0227,0.292,1354.1271,0.094609,-568.16511,-568.155341,-568.154397,-568.20281,32.864
11382,gdb_11383,CCC1OC(=N)C=C1,4.15226,1.51002,1.18298,4.1113,73.29,-0.2428,-0.0319,0.2109,1029.2401,0.142993,-363.892007,-363.884426,-363.883482,-363.924082,28.334
132354,gdb_132355,Cc1cc(cc(n1)F)O,1.90231,1.78166,0.92525,2.6483,71.61,-0.2503,-0.014,0.2364,1177.1651,0.112472,-461.989961,-461.982148,-461.981204,-462.022513,29.488
85216,gdb_85217,CC1OC(=O)C1CC=O,2.58598,1.12289,0.84005,4.0313,69.05,-0.2589,-0.0327,0.2261,1333.4164,0.133836,-459.001705,-458.99259,-458.991645,-459.036774,31.736
120071,gdb_120072,CCOC1C2C3CC2C13,5.51124,0.88132,0.86876,0.9243,84.28,-0.2432,0.0946,0.3378,1444.5032,0.182408,-387.008288,-386.999969,-386.999025,-387.041898,31.796
14198,gdb_14199,OC12CC3C(C1)OC23,3.62291,2.3249,2.10474,2.5561,62.78,-0.2375,0.0698,0.3072,717.1154,0.131938,-383.691659,-383.685621,-383.684677,-383.721383,25.143
25007,gdb_25008,c1cn2c(n1)NC(=O)C2,5.07243,1.35077,1.07394,2.1104,68.49,-0.2127,-0.0123,0.2004,1026.7965,0.104615,-432.940722,-432.934089,-432.933145,-432.971888,25.537
45403,gdb_45404,O=C1OC2CNC12C#C,2.28892,1.80853,1.25827,4.8792,68.49,-0.2474,-0.0151,0.2323,990.9189,0.100331,-436.63418,-436.626586,-436.625642,-436.666346,28.587
113601,gdb_113602,CCN1CC1C#CC#C,3.47777,0.73814,0.64119,0.8257,98.27,-0.2265,-0.0218,0.2047,1738.8386,0.145149,-364.729775,-364.720118,-364.719173,-364.764834,35.202
83488,gdb_83489,CC1C2COC1C(=O)N2,2.98628,1.49811,1.456,4.3663,71.11,-0.231,0.0198,0.2508,990.2823,0.150116,-439.121295,-439.11389,-439.112946,-439.152834,29.515
16431,gdb_16432,CC1C2C3OC2C13O,3.42245,2.20046,1.67658,2.9667,63.79,-0.2271,0.0631,0.2901,804.5829,0.1291,-383.642262,-383.635185,-383.634241,-383.673123,27.59
105860,gdb_105861,COC12C(O)C1NC2=O,2.13691,1.64504,1.29595,4.2635,65.79,-0.2328,0.0025,0.2354,1042.3503,0.122628,-474.984335,-474.975599,-474.974655,-475.017989,31.661
127339,gdb_127340,Cn1cnc(n1)CC#C,4.66463,0.92251,0.87293,3.3895,76.87,-0.2542,0.0072,0.2614,1354.7976,0.124542,-396.923262,-396.914578,-396.913633,-396.957861,30.688
20449,gdb_20450,C1NC1C1=NC=NN1,6.26873,1.49793,1.31568,3.643,62.99,-0.2493,0.009,0.2583,900.0255,0.111244,-374.900401,-374.894059,-374.893115,-374.931326,23.328
52900,gdb_52901,CC#CC1(CC1)NC=O,2.3222,1.05371,0.8444,3.4455,83.02,-0.2364,0.0233,0.2598,1441.1145,0.145556,-401.934688,-401.924665,-401.923721,-401.972153,34.786
109703,gdb_109704,CCC1C(O)C11CCO1,2.9056,1.0806,0.96862,1.7077,79.36,-0.2152,0.0593,0.2745,1340.6204,0.180895,-424.186176,-424.176435,-424.175491,-424.221165,35.631
116363,gdb_116364,CCC1CCOC=NC1,3.11634,1.07199,0.84893,2.3216,83.95,-0.2359,0.0228,0.2588,1410.6983,0.195531,-404.360584,-404.351306,-404.350361,-404.395323,34.376
5594,gdb_5595,c1c[nH]c(c1CO)N,3.47564,1.83231,1.26371,1.7468,67.86,-0.1803,0.0477,0.228,934.8397,0.132729,-379.947449,-379.9397,-379.938756,-379.97931,29.432
127415,gdb_127416,CN1CCn2c1cnn2,3.16867,1.68457,1.13577,5.9092,75.07,-0.2089,0.0152,0.2241,1041.5238,0.139312,-414.177333,-414.169932,-414.168988,-414.209243,27.796
118201,gdb_118202,COCC(C)CC(C)=O,4.12085,0.64534,0.6124,3.3781,84.01,-0.2445,-0.01,0.2345,1923.0834,0.201493,-425.445083,-425.433485,-425.432541,-425.483154,39.978
106469,gdb_106470,CCC12CC(C1)CC2=O,2.52505,1.5843,1.232,2.8169,82.01,-0.2302,-0.0042,0.226,1112.1889,0.183611,-387.112248,-387.103953,-387.103009,-387.144978,32.785
18874,gdb_18875,OC1C2C3CCC1C23,3.08408,2.42668,2.05242,1.7347,69.31,-0.2494,0.0677,0.3171,762.2454,0.156748,-347.78611,-347.779664,-347.77872,-347.816275,26.6
45222,gdb_45223,O=C1NC2CN3CC1C23,3.18964,1.79126,1.42599,2.7727,70.71,-0.2204,0.0217,0.2421,916.0557,0.139795,-418.00254,-417.996062,-417.995118,-418.033379,26.502
96944,gdb_96945,CN=C1OC2C1C2(C)O,4.01688,1.04593,1.00685,2.5603,76.2,-0.241,0.0211,0.2621,1254.6274,0.144907,-439.046426,-439.037194,-439.03625,-439.080286,34.06
104002,gdb_104003,COC1(C)CC2CC12O,2.49753,1.40349,1.2676,0.8239,78.45,-0.2418,0.0807,0.3225,1137.8543,0.180128,-424.187248,-424.177702,-424.176758,-424.220887,36.669
26720,gdb_26721,c1c(c(c(o1)N)N)C=O,3.33272,1.21827,0.89768,4.1092,71.97,-0.2071,-0.0437,0.1633,1212.9045,0.113211,-453.974823,-453.966352,-453.965408,-454.007766,31.231
70393,gdb_70394,CC12NC1CC2(O)C#N,2.46445,1.55079,1.33936,5.0346,72.45,-0.2579,0.0167,0.2746,1026.8791,0.135354,-417.977897,-417.969454,-417.96851,-418.010554,32.338
71059,gdb_71060,CC12C3CC=C1CC23O,2.40182,1.73156,1.55721,1.5376,82.81,-0.2061,-0.0317,0.1744,987.7195,0.158536,-385.791319,-385.78325,-385.782306,-385.823206,32.329
123222,gdb_123223,CCCCCOCC=O,11.482,0.38002,0.37295,3.045,85.12,-0.2556,-0.0264,0.2292,2882.5223,0.201876,-425.432548,-425.420949,-425.420004,-425.471556,38.788
47744,gdb_47745,O=C1OCCCC11CO1,2.36837,1.82885,1.26968,4.1334,67.84,-0.2573,-0.0063,0.251,1011.8044,0.136877,-458.979698,-458.971922,-458.970978,-459.012396,29.228
112289,gdb_112290,CCC1CC(=O)C2OC12,3.02146,1.20509,0.94454,3.0664,75.29,-0.2418,-0.0289,0.2129,1264.9729,0.158986,-423.041441,-423.033006,-423.032062,-423.074802,31.819
42847,gdb_42848,O=C1C2NC1C1OCC21,2.71476,1.92324,1.62619,3.9615,66.95,-0.246,-0.0182,0.2278,871.099,0.126588,-437.836127,-437.829626,-437.828682,-437.867016,26.005
101862,gdb_101863,CC(CO)OCCC#C,4.17662,0.62541,0.57962,1.646,81.98,-0.2595,0.05,0.3095,1923.6304,0.179051,-424.184242,-424.173243,-424.172298,-424.22174,38.821
112217,gdb_112218,CCC1CC(=O)C1C#C,2.01014,1.37735,0.92699,2.8457,82.57,-0.2396,-0.0247,0.2149,1308.4954,0.156433,-385.869429,-385.859884,-385.85894,-385.90424,35.173
123051,gdb_123052,CCOCCC1COC1,6.26506,0.52046,0.50497,2.1589,83.65,-0.2436,0.0767,0.3204,2232.0888,0.204368,-425.397609,-425.387089,-425.386145,-425.435126,36.259
18301,gdb_18302,OC1C2NCCOC12,3.09222,2.18544,1.87754,3.4002,63.34,-0.2107,0.0603,0.2711,790.2275,0.144739,-400.956014,-400.949245,-400.948301,-400.986738,26.923
17015,gdb_17016,O=CC1C2CC1C2=O,5.87188,1.43446,1.37595,1.5469,62.99,-0.2532,-0.0426,0.2107,880.9697,0.10676,-382.505828,-382.499118,-382.498174,-382.536977,24.774
2332,gdb_2333,CC1OC1CCO,6.25042,1.2701,1.16627,0.842,61.09,-0.2601,0.0787,0.3388,1033.5414,0.146736,-346.831382,-346.823115,-346.822171,-346.864342,28.844
13450,gdb_13451,CC1C(O)C1CCO,3.32612,1.43902,1.22996,3.274,71.45,-0.2358,0.0608,0.2966,1071.2389,0.176284,-386.122679,-386.113521,-386.112577,-386.156288,33.774
8440,gdb_8441,CC12NC1CC2(C)C,2.65641,2.05445,1.75396,1.68,78.38,-0.2194,0.0799,0.2993,914.8985,0.187941,-329.098161,-329.089645,-329.088701,-329.130067,33.654
61719,gdb_61720,C(C#N)N=C(N)NC=O,4.01293,0.8849,0.77432,3.6084,71.16,-0.2515,-0.0269,0.2246,1400.6782,0.113136,-450.17609,-450.167138,-450.166194,-450.210526,31.592
52743,gdb_52744,CC#CC(CC#C)C#C,2.89332,0.82758,0.66451,1.1501,89.31,-0.2496,0.0302,0.2799,1674.1658,0.131181,-347.458075,-347.447344,-347.4464,-347.495826,37.131
78926,gdb_78927,CN1C2C3C4C1C2C34C,4.40932,1.36324,1.33625,1.0013,82.45,-0.2154,0.0893,0.3048,1053.6125,0.171535,-365.930693,-365.923126,-365.922182,-365.962181,30.813
4682,gdb_4683,Cc1cnc(o1)C#N,6.2311,1.40939,1.1577,5.4941,66.25,-0.2607,-0.0606,0.2001,959.1552,0.084648,-377.569792,-377.562952,-377.562008,-377.601074,24.061
51234,gdb_51235,O=CCC12CCC1CO2,3.3393,1.13492,0.98536,3.4437,75.69,-0.244,-0.023,0.2209,1236.8334,0.158138,-423.00242,-422.993804,-422.99286,-423.037002,31.425
49765,gdb_49766,O=CC1C=CCC11CC1,2.18278,1.65761,1.09872,2.9505,81.14,-0.2349,-0.0255,0.2094,1135.5592,0.159144,-385.896184,-385.887882,-385.886937,-385.929908,31.439
54435,gdb_54436,CC(=O)C12CC1C(=N)O2,3.32042,1.29107,1.04919,1.1867,72.42,-0.2588,-0.0405,0.2183,1133.173,0.122383,-437.878561,-437.8702,-437.869256,-437.912032,30.757
8597,gdb_8598,CC1OC23CN(C2)C13,4.54736,1.85782,1.72979,0.5738,69.43,-0.2245,0.032,0.2565,819.0777,0.142112,-363.684288,-363.677599,-363.676655,-363.714681,27.018
83252,gdb_83253,CC1C2COC(C)C12C,1.79039,1.74396,1.49735,1.4049,85.31,-0.2419,0.0813,0.3231,1120.3896,0.205658,-388.298058,-388.288685,-388.287741,-388.331267,36.5
97808,gdb_97809,COC1CC1C#CCO,2.577,0.8959,0.71217,1.7146,82.51,-0.2303,0.0296,0.26,1598.9297,0.156875,-422.960897,-422.950613,-422.949669,-422.998059,35.74
4281,gdb_4282,c1nc(=O)nc(o1)N,4.21417,2.04765,1.37836,7.179,54.77,-0.2563,-0.0414,0.2149,797.0906,0.073553,-430.777401,-430.770803,-430.769858,-430.808529,23.628
124987,gdb_124988,Cc1c(nn[nH]1)CCO,3.0384,0.99352,0.79609,3.7531,74.7,-0.2399,0.0011,0.2411,1419.4564,0.148025,-435.271091,-435.261778,-435.260834,-435.306549,32.686
48071,gdb_48072,O=CC(=O)C12CN(C1)C2,2.84705,1.43158,1.11226,0.5787,69.77,-0.2307,-0.1051,0.1257,1081.2505,0.123605,-437.811672,-437.803726,-437.802782,-437.845223,28.761
91477,gdb_91478,OC1CC2CC1(N2)C#N,2.64348,1.67226,1.26094,5.0116,72.67,-0.2613,0.0075,0.2687,1006.3349,0.138622,-417.991602,-417.984256,-417.983311,-418.023262,29.305
26314,gdb_26315,CC(C)c1cc([nH]c1)N,3.82911,0.9581,0.8185,1.6594,86.63,-0.1799,0.0575,0.2374,1465.0208,0.183179,-383.311873,-383.302045,-383.301101,-383.346729,36.91
87476,gdb_87477,CN1CC11C2OC1C2=O,3.78826,1.26567,1.12969,2.8905,70.76,-0.2452,-0.0193,0.2259,1089.7932,0.122233,-437.775074,-437.767194,-437.76625,-437.807499,29.75
58541,gdb_58542,CC(O)C1(C)CNC1=O,2.08038,1.46361,1.41176,2.3651,74.9,-0.2458,0.0298,0.2755,1101.2469,0.169871,-440.313322,-440.303638,-440.302694,-440.3474,36.291
35676,gdb_35677,N#CC1CCC(O1)C#N,4.52286,1.01731,0.95523,2.4851,69.29,-0.3111,-0.0116,0.2995,1196.6796,0.113715,-416.832761,-416.82473,-416.823786,-416.866291,28.684
40113,gdb_40114,C1CC11C=CCC11CO1,2.17271,2.07173,1.26831,1.6587,81.12,-0.226,0.0222,0.2482,1032.4376,0.159611,-385.867454,-385.859739,-385.858795,-385.899769,30.957
5452,gdb_5453,Cc1c([nH]cn1)C#N,3.51765,1.96477,1.27056,3.2803,68.04,-0.2446,-0.0303,0.2143,886.3379,0.097551,-357.708562,-357.70146,-357.700515,-357.740221,25.267
52404,gdb_52405,C1C(CO1)CCOC=O,5.26564,0.57514,0.56316,3.0362,73.35,-0.256,0.0043,0.2603,1922.0366,0.158082,-460.156813,-460.147306,-460.146362,-460.193688,32.109
18851,gdb_18852,O=C1C2C3CCN1C23,3.61384,2.50311,2.05525,4.0082,63.71,-0.2418,0.0019,0.2437,703.9721,0.121671,-362.654949,-362.649173,-362.648229,-362.684709,23.147
80826,gdb_80827,CC12OC(CC1=O)C2O,2.05652,1.81929,1.62555,2.9545,67.67,-0.2274,-0.0163,0.2111,958.2751,0.134556,-458.960704,-458.952412,-458.951468,-458.993297,31.503
118230,gdb_118231,COCC(O)CC(C)O,4.15565,0.62089,0.61926,0.923,80.3,-0.2506,0.0775,0.3281,1947.2794,0.202505,-462.552726,-462.541248,-462.540304,-462.589984,40.769
8609,gdb_8610,C#CC(C#N)(C#N)N,2.15724,2.10984,1.51364,3.898,61.33,-0.3054,-0.0387,0.2668,866.6199,0.070213,-356.39599,-356.3878,-356.386856,-356.428422,28.681
38321,gdb_38322,C1C2CC1C21C2CC1C2,3.6747,1.4299,1.4299,0.0,87.03,-0.2812,0.1069,0.3881,1031.1231,0.185503,-349.848858,-349.842209,-349.841265,-349.879495,28.969
23468,gdb_23469,ON=C1CCOC2CC12,3.08845,1.31754,1.00832,0.5305,76.29,-0.2295,0.0072,0.2368,1165.4664,0.148473,-439.033551,-439.025634,-439.02469,-439.066082,30.982
87992,gdb_87993,CC1OC11CCC1(C)C,2.54073,1.26351,1.18408,1.6663,85.75,-0.2498,0.0831,0.333,1241.6878,0.20334,-388.27978,-388.26982,-388.268876,-388.313959,38.132
52625,gdb_52626,CC#CC(C)(C)OC=N,2.79138,0.83614,0.7526,3.6518,87.52,-0.2517,0.0273,0.279,1629.4275,0.166586,-403.124974,-403.113737,-403.112793,-403.162919,38.89
44325,gdb_44326,N=C1OC2C3N=CN1C23,3.45511,2.01182,1.62603,2.6714,64.86,-0.248,-0.0272,0.2208,808.1835,0.104031,-432.839955,-432.834111,-432.833167,-432.870112,23.792
4307,gdb_4308,Cc1ccoc(=O)n1,3.88212,1.98287,1.32322,5.7504,63.34,-0.26,-0.0704,0.1896,866.3268,0.095537,-398.662078,-398.655174,-398.654229,-398.693635,24.865
57019,gdb_57020,CC(C#C)C1OCC1=O,2.41237,1.38361,0.92446,1.2558,75.08,-0.255,-0.0355,0.2195,1236.3812,0.132626,-421.78632,-421.777054,-421.776109,-421.820882,33.393
108036,gdb_108037,COC12CN3C=NC1C23,3.71356,1.44595,1.32433,1.7121,71.06,-0.2217,-0.0092,0.2125,998.1164,0.136788,-417.9339,-417.926561,-417.925617,-417.965831,28.354
44976,gdb_44977,N=C1NC2(CC2O1)C#C,3.55702,1.30433,1.08584,3.219,74.4,-0.2236,0.018,0.2416,1091.9695,0.112045,-416.769795,-416.761892,-416.760947,-416.802142,30.534
5790,gdb_5791,C1OC1C1=CNC=C1,6.09735,1.3934,1.22188,2.396,67.71,-0.2051,0.0396,0.2447,962.9126,0.120759,-362.671851,-362.66508,-362.664136,-362.703224,25.54
84517,gdb_84518,OC1C=CC23CCC12O3,2.72696,1.827,1.44024,2.4254,71.97,-0.236,-0.0137,0.2223,941.8818,0.136373,-421.771799,-421.764515,-421.763571,-421.803155,29.38
1314,gdb_1315,CC1CCC1(C)C,3.09416,2.42914,2.00669,0.0751,74.1,-0.2775,0.0802,0.3577,813.6898,0.194083,-274.989422,-274.981221,-274.980277,-275.020859,31.786
62041,gdb_62042,CC(NCC1CN1)C#N,4.03535,0.68381,0.63662,4.9934,80.98,-0.2476,0.0256,0.2732,1769.2324,0.170907,-399.299019,-399.289155,-399.288211,-399.334925,35.213
78758,gdb_78759,CC12CC3(O)C(C13)C2O,2.55271,1.55992,1.26594,0.906,74.76,-0.2492,0.0691,0.3182,1063.9622,0.157948,-422.975963,-422.967453,-422.966509,-423.008293,33.911
36375,gdb_36376,N#CCC1OC1C1CN1,3.88922,0.92847,0.85816,4.8933,72.83,-0.2616,0.0266,0.2881,1351.0207,0.136278,-417.967219,-417.958698,-417.957754,-418.001433,30.654
17808,gdb_17809,[O-]C(=O)C1C2C[NH+]1C2,4.58178,1.70074,1.50848,10.3473,62.48,-0.1952,0.0126,0.2077,841.676,0.120519,-399.712852,-399.706286,-399.705342,-399.744109,24.678
90155,gdb_90156,CC1OC23CC12CCC3,3.29678,1.43222,1.29133,1.7064,81.17,-0.2202,0.0739,0.2942,1089.2518,0.183926,-387.057797,-387.049961,-387.049017,-387.089546,32.103
28605,gdb_28606,OC1=CN=C(N1)C1CO1,4.12245,1.09384,0.91625,2.1521,69.31,-0.1998,0.0242,0.224,1219.2446,0.113588,-453.952479,-453.944686,-453.943742,-453.985169,28.933
96572,gdb_96573,CC1OCCOCC=C1,2.51274,1.4292,1.04913,0.9037,80.51,-0.2359,-0.0031,0.2328,1206.6595,0.183296,-424.208401,-424.199755,-424.198811,-424.241265,33.745
72996,gdb_72997,CC12COC1C2(C)C=O,2.3761,1.59664,1.25944,2.2121,77.15,-0.2414,-0.0267,0.2148,1077.3141,0.156896,-422.998805,-422.989763,-422.988818,-423.032026,33.847
41167,gdb_41168,C1OC2C3NC12CC=C3,3.01107,1.77991,1.59124,1.8495,76.46,-0.2309,-0.0044,0.2265,910.9475,0.149744,-401.80784,-401.801224,-401.80028,-401.838337,28.242
45854,gdb_45855,O=C1CC=CCC11CO1,2.51375,1.7415,1.16584,3.7535,73.6,-0.2455,-0.0279,0.2176,1049.1075,0.135874,-421.832919,-421.82509,-421.824146,-421.865968,29.609
50757,gdb_50758,C1CCN(C=CC1)C=O,3.1064,1.18979,0.91046,3.8738,85.27,-0.2188,-0.0011,0.2177,1292.5142,0.173639,-403.190588,-403.182309,-403.181365,-403.223811,31.621
106810,gdb_106811,CCC12CC1(O)CCO2,2.40446,1.50404,1.11996,2.1315,78.36,-0.2228,0.0746,0.2974,1179.5972,0.18182,-424.219407,-424.210284,-424.20934,-424.252904,35.239
128371,gdb_128372,CNc1c(con1)C=O,2.72333,1.287,0.87965,2.7754,71.18,-0.2393,-0.0595,0.1798,1246.59,0.112387,-453.944421,-453.93597,-453.935026,-453.977901,29.77
988,gdb_989,Cc1cocc1C,3.65038,3.1105,1.71507,1.0697,62.57,-0.2131,0.0299,0.243,727.9662,0.125199,-308.557865,-308.550869,-308.549925,-308.588663,25.392
80886,gdb_80887,CC1C2CC1(O)C1CN21,2.51243,1.74569,1.45309,2.0925,77.78,-0.2243,0.0645,0.2889,1003.6495,0.172073,-403.086714,-403.078919,-403.077974,-403.118321,32.201
47625,gdb_47626,C1C=C(C(=O)CO1)C#N,2.98561,1.40293,0.97934,5.621,71.53,-0.2626,-0.0912,0.1713,1118.8365,0.101319,-436.715629,-436.707957,-436.707013,-436.748191,27.817
1581,gdb_1582,CC(=O)C(=O)C#C,4.80833,2.14901,1.49881,0.3006,54.54,-0.2548,-0.1036,0.1512,756.6609,0.074554,-343.242553,-343.23493,-343.233986,-343.274929,25.448
67812,gdb_67813,CC12C=CC3CC1C2O3,2.94086,1.84313,1.5843,1.3563,78.59,-0.2214,0.0155,0.2369,932.6052,0.161754,-385.89878,-385.891885,-385.890941,-385.929467,29.269
38488,gdb_38489,C1C2CC34CC3(CO4)C12,3.30856,1.66649,1.55419,1.7676,76.57,-0.2152,0.0632,0.2784,936.8872,0.161481,-385.822218,-385.815492,-385.814548,-385.852805,28.75
41263,gdb_41264,C1CC23CN4CC(C12)C34,3.39769,1.82994,1.46143,1.5877,81.74,-0.2021,0.0773,0.2794,945.2305,0.174179,-365.929103,-365.922599,-365.921654,-365.959503,28.057
40776,gdb_40777,C1CC1C1CCC2OC12,3.69691,1.12168,0.96305,1.6976,81.83,-0.2509,0.0889,0.3398,1283.4483,0.18419,-387.074517,-387.066487,-387.065543,-387.107503,31.568
6591,gdb_6592,CC12CC(C1)(N2)C#N,6.06146,1.3334,1.33167,4.7453,71.22,-0.2587,0.011,0.2697,959.778,0.131341,-342.736903,-342.729696,-342.728752,-342.768072,27.616
77920,gdb_77921,CC1C2C(C)C1(C)C2C,2.11291,1.33692,1.3047,0.1735,94.02,-0.2743,0.0879,0.3622,1251.9518,0.227431,-352.312222,-352.301666,-352.300722,-352.347495,39.709
112193,gdb_112194,CCC1NC(=O)C11CO1,2.51928,1.28831,0.94622,4.364,73.56,-0.247,0.0108,0.2578,1263.5372,0.146349,-439.083191,-439.074162,-439.073218,-439.117349,32.77
83138,gdb_83139,CC1C2OCC(=O)C12C,2.0108,1.76347,1.41314,2.1214,75.65,-0.2402,-0.0215,0.2187,1050.7051,0.157826,-423.038238,-423.029226,-423.028282,-423.071858,33.231
77265,gdb_77266,CN1C(CC=O)C1C#C,2.64898,1.04542,0.97068,2.0824,79.39,-0.2324,-0.0276,0.2048,1296.23,0.143899,-401.885427,-401.875578,-401.874633,-401.921104,34.867
92921,gdb_92922,CC1CC=CC(O1)C#N,2.44145,1.44439,1.05861,3.9711,77.72,-0.2708,-0.0065,0.2643,1168.9697,0.148112,-401.971314,-401.962903,-401.961959,-402.004427,31.658
30084,gdb_30085,CN1C=CNC(=O)C1=N,2.48735,1.85111,1.06831,4.9424,76.57,-0.1956,-0.0243,0.1714,1068.3208,0.126762,-434.123888,-434.115874,-434.11493,-434.156535,30.075
34801,gdb_34802,C#CC1C2OC1C1OC21,4.26409,1.32715,1.24883,0.581,69.56,-0.2469,0.0356,0.2825,998.8818,0.112287,-420.516356,-420.509582,-420.508637,-420.547391,27.451
19693,gdb_19694,COC1C2C3CC1N23,4.8244,1.69087,1.56875,1.5743,67.24,-0.2458,0.0685,0.3144,867.0925,0.143318,-363.789888,-363.782999,-363.782055,-363.821203,26.085
79088,gdb_79089,CC1C2C3C=CC2C13C,2.89824,1.59948,1.36837,0.3246,86.86,-0.2152,0.01,0.2253,1053.4441,0.182941,-349.911065,-349.903074,-349.90213,-349.942874,32.692
